"Day","Total Detected","Active","Active Hospitalized","Cumulative Hospitalized","Total Detected Deaths","Active Ventilated"
"2020-04-02",734,387,79,110,11,17
"2020-04-03",781,394,82,117,13,18
"2020-04-04",826,399,85,124,14,18
"2020-04-05",868,401,87,130,15,18
"2020-04-06",909,401,89,136,17,19
"2020-04-07",947,399,90,142,18,19
"2020-04-08",984,396,91,148,19,19
"2020-04-09",1018,390,92,153,21,19
"2020-04-10",1050,384,92,158,22,18
"2020-04-11",1080,376,92,162,23,18
"2020-04-12",1108,367,92,166,25,18
"2020-04-13",1135,358,91,170,26,18
"2020-04-14",1159,347,90,174,27,17
"2020-04-15",1182,337,89,177,28,17
"2020-04-16",1203,325,88,180,29,16
"2020-04-17",1223,314,86,183,30,16
"2020-04-18",1241,302,85,186,31,16
"2020-04-19",1257,290,83,189,32,15
"2020-04-20",1273,278,82,191,33,15
"2020-04-21",1287,266,80,193,34,14
"2020-04-22",1300,255,78,195,35,14
"2020-04-23",1312,243,76,197,36,13
"2020-04-24",1323,232,74,199,37,13
"2020-04-25",1334,220,72,200,38,12
"2020-04-26",1343,210,70,201,38,12
"2020-04-27",1351,199,67,203,39,11
"2020-04-28",1359,189,65,204,40,11
"2020-04-29",1366,179,63,205,40,10
"2020-04-30",1373,169,61,206,41,10
"2020-05-01",1379,160,59,207,41,9
"2020-05-02",1384,151,57,208,42,9
"2020-05-03",1389,143,55,208,42,8
"2020-05-04",1394,135,53,209,43,8
"2020-05-05",1398,127,51,210,43,7
"2020-05-06",1401,120,49,210,44,7
"2020-05-07",1405,113,47,211,44,7
"2020-05-08",1408,107,45,211,45,6
"2020-05-09",1410,100,43,212,45,6
"2020-05-10",1413,94,42,212,45,6
"2020-05-11",1415,89,40,212,46,5
"2020-05-12",1417,83,38,213,46,5
"2020-05-13",1419,78,37,213,46,5
"2020-05-14",1421,74,35,213,46,4
"2020-05-15",1422,69,34,213,47,4
"2020-05-16",1424,65,32,214,47,4
"2020-05-17",1425,61,31,214,47,4
"2020-05-18",1426,57,30,214,47,4
"2020-05-19",1427,54,28,214,47,3
"2020-05-20",1428,51,27,214,48,3
"2020-05-21",1429,47,26,214,48,3
"2020-05-22",1429,45,25,214,48,3
"2020-05-23",1430,42,24,215,48,3
"2020-05-24",1431,39,23,215,48,2
"2020-05-25",1431,37,22,215,48,2
"2020-05-26",1432,35,21,215,49,2
"2020-05-27",1432,32,20,215,49,2
"2020-05-28",1433,30,19,215,49,2
"2020-05-29",1433,29,18,215,49,2
"2020-05-30",1433,27,17,215,49,2
"2020-05-31",1433,25,16,215,49,2
"2020-06-01",1434,24,16,215,49,1
"2020-06-02",1434,22,15,215,49,1
"2020-06-03",1434,21,14,215,49,1
"2020-06-04",1434,20,14,215,49,1
"2020-06-05",1434,19,13,215,49,1
"2020-06-06",1435,17,12,215,49,1
"2020-06-07",1435,16,12,215,49,1
"2020-06-08",1435,15,11,215,50,1
"2020-06-09",1435,15,11,215,50,1
"2020-06-10",1435,14,10,215,50,1
"2020-06-11",1435,13,10,215,50,1
"2020-06-12",1435,12,9,215,50,1
"2020-06-13",1435,11,9,215,50,1
"2020-06-14",1435,11,8,215,50,1
"2020-06-15",1435,10,8,215,50,1
"2020-06-16",1435,10,8,215,50,1
"2020-06-17",1436,9,7,215,50,0
"2020-06-18",1436,9,7,215,50,0
"2020-06-19",1436,8,7,215,50,0
"2020-06-20",1436,8,6,215,50,0
"2020-06-21",1436,7,6,215,50,0
"2020-06-22",1436,7,6,215,50,0
"2020-06-23",1436,6,5,215,50,0
"2020-06-24",1436,6,5,215,50,0
"2020-06-25",1436,6,5,215,50,0
"2020-06-26",1436,5,5,215,50,0
"2020-06-27",1436,5,4,215,50,0
